year,prize,country,gender,firstName,lastName,medalCount,affiliation,,,,,,,,,,,,,,,,,,,
1976,Chemistry,United States,Male,William,Lipscomb,1,Harvard University,,,,,,,,,,,,,,,,,,,
1976,Physics,United States,Male,Samuel C.C.,Ting,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1976,Physiology or Medicine,United States,Male,D. Carleton,Gajdusek,1,National Institutes of Health,,,,,,,,,,,,,,,,,,,
1976,Physics,United States,Male,Burton,Richter,1,Stanford Linear Accelerator Center,,,,,,,,,,,,,,,,,,,
1976,Physiology or Medicine,United States,Male,Baruch S.,Blumberg,1,The Institute for Cancer Research,,,,,,,,,,,,,,,,,,,
1976,Economics,United States,Male,Milton,Friedman,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1976,Literature,United States,Male,Saul,Bellow,1,,,,,,,,,,,,,,,,,,,,
1975,Physics,United States,Male,James,Rainwater,1,Columbia University,,,,,,,,,,,,,,,,,,,
1975,Physiology or Medicine,United States,Male,Renato,Dulbecco,1,Imperial Cancer Research Fund Laboratory,,,,,,,,,,,,,,,,,,,
1975,Physiology or Medicine,United States,Male,David,Baltimore,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1975,Physiology or Medicine,United States,Male,Howard M.,Temin,1,University of Wisconsin,,,,,,,,,,,,,,,,,,,
1975,Economics,United States,Male,Tjalling C.,Koopmans,1,Yale University,,,,,,,,,,,,,,,,,,,
1974,Chemistry,United States,Male,Paul J.,Flory,1,Stanford University,,,,,,,,,,,,,,,,,,,
1974,Physiology or Medicine,United States,Male,George E.,Palade,1,Yale University,,,,,,,,,,,,,,,,,,,
1973,Physics,United States,Male,Ivar,Giaever,1,General Electric Company,,,,,,,,,,,,,,,,,,,
1973,Economics,United States,Male,Wassily,Leontief,1,Harvard University,,,,,,,,,,,,,,,,,,,
1973,Peace,United States,Male,Le Duc,Tho,1,,,,,,,,,,,,,,,,,,,,
1972,Physics,United States,Male,Leon N.,Cooper,1,Brown University,,,,,,,,,,,,,,,,,,,
1972,Economics,United States,Male,Kenneth J.,Arrow,1,Harvard University,,,,,,,,,,,,,,,,,,,
1972,Chemistry,United States,Male,Christian,Anfinsen,1,National Institutes of Health,,,,,,,,,,,,,,,,,,,
1972,Chemistry,United States,Male,Stanford,Moore,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
1972,Chemistry,United States,Male,William H.,Stein,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
1972,Physiology or Medicine,United States,Male,Gerald M.,Edelman,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
1972,Physics,United States,Male,John,Bardeen,1,University of Illinois,,,,,,,,,,,,,,,,,,,
1972,Physics,United States,Male,Robert,Schrieffer,1,University of Pennsylvania,,,,,,,,,,,,,,,,,,,
1971,Economics,United States,Male,Simon,Kuznets,1,Harvard University,,,,,,,,,,,,,,,,,,,
1971,Physiology or Medicine,United States,Male,Earl W.,"Sutherland, Jr.",1,Vanderbilt University,,,,,,,,,,,,,,,,,,,
1970,Economics,United States,Male,Paul A.,Samuelson,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1970,Physiology or Medicine,United States,Male,Julius,Axelrod,1,National Institutes of Health,,,,,,,,,,,,,,,,,,,
1970,Peace,United States,Male,International Labour Organization,,1,,,,,,,,,,,,,,,,,,,,
1969,Physics,United States,Male,Murray,Gell-Mann,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1969,Physiology or Medicine,United States,Male,Max,Delbrück,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1969,Physiology or Medicine,United States,Male,Alfred D.,Hershey,1,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,
1969,Physiology or Medicine,United States,Male,Salvador E.,Luria,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1968,Physiology or Medicine,United States,Male,Robert W.,Holley,1,Cornell University,,,,,,,,,,,,,,,,,,,
1968,Physiology or Medicine,United States,Male,Marshall W.,Nirenberg,1,National Institutes of Health,,,,,,,,,,,,,,,,,,,
1968,Physics,United States,Male,Luis,Alvarez,1,University of California,,,,,,,,,,,,,,,,,,,
1968,Physiology or Medicine,United States,Male,H. Gobind,Khorana,1,University of Wisconsin,,,,,,,,,,,,,,,,,,,
1968,Chemistry,United States,Male,Lars,Onsager,1,Yale University,,,,,,,,,,,,,,,,,,,
1967,Physics,United States,Male,Hans,Bethe,1,Cornell University,,,,,,,,,,,,,,,,,,,
1967,Physiology or Medicine,United States,Male,George,Wald,1,Harvard University,,,,,,,,,,,,,,,,,,,
1967,Physiology or Medicine,United States,Male,Haldan K.,Hartline,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
1966,Physiology or Medicine,United States,Male,Peyton,Rous,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
1966,Chemistry,United States,Male,Robert S.,Mulliken,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1966,Physiology or Medicine,United States,Male,Charles B.,Huggins,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1965,Physics,United States,Male,Richard P.,Feynman,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1965,Chemistry,United States,Male,Robert B.,Woodward,1,Harvard University,,,,,,,,,,,,,,,,,,,
1965,Physics,United States,Male,Julian,Schwinger,1,Harvard University,,,,,,,,,,,,,,,,,,,
1965,Peace,United States,Institution,Martin Luther,King,1,,,,,,,,,,,,,,,,,,,,
1964,Physiology or Medicine,United States,Male,Konrad,Bloch,1,Harvard University,,,,,,,,,,,,,,,,,,,
1964,Physics,United States,Male,Charles H.,Townes,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1964,Peace,United States,Male,International Committee of the Red Cross,,1,,,,,,,,,,,,,,,,,,,,
1963,Physics,United States,Male,Eugene,Wigner,1,Princeton University,,,,,,,,,,,,,,,,,,,
1963,Physics,United States,Female,Maria,Goeppert-Mayer,1,University of California,,,,,,,,,,,,,,,,,,,
1962,Peace,United States,Male,Dag,Hammarskjöld,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1962,Physiology or Medicine,United States,Male,James,Watson,1,Harvard University,,,,,,,,,,,,,,,,,,,
1962,Literature,United States,Male,John,Steinbeck,1,,,,,,,,,,,,,,,,,,,,
1961,Physiology or Medicine,United States,Male,Georg,von Békésy,1,Harvard University,,,,,,,,,,,,,,,,,,,
1961,Physics,United States,Male,Robert,Hofstadter,1,Stanford University,,,,,,,,,,,,,,,,,,,
1961,Chemistry,United States,Male,Melvin,Calvin,1,University of California,,,,,,,,,,,,,,,,,,,
1960,Chemistry,United States,Male,Willard F.,Libby,1,University of California,,,,,,,,,,,,,,,,,,,
1960,Physics,United States,Male,Donald A.,Glaser,1,University of California,,,,,,,,,,,,,,,,,,,
1959,Physiology or Medicine,United States,Male,Severo,Ochoa,1,New York University,,,,,,,,,,,,,,,,,,,
1959,Physiology or Medicine,United States,Male,Arthur,Kornberg,1,Stanford University,,,,,,,,,,,,,,,,,,,
1959,Physics,United States,Male,Owen,Chamberlain,1,University of California,,,,,,,,,,,,,,,,,,,
1959,Physics,United States,Male,Emilio,Segrè,1,University of California,,,,,,,,,,,,,,,,,,,
1958,Physiology or Medicine,United States,Male,George,Beadle,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1958,Physiology or Medicine,United States,Male,Edward,Tatum,1,Rockefeller Institute for Medical Research,,,,,,,,,,,,,,,,,,,
1958,Physiology or Medicine,United States,Male,Joshua,Lederberg,1,University of Wisconsin,,,,,,,,,,,,,,,,,,,
1956,Physics,United States,Male,Walter H.,Brattain,1,Bell Laboratories,,,,,,,,,,,,,,,,,,,
1956,Physiology or Medicine,United States,Male,Dickinson W.,Richards,1,Columbia University,,,,,,,,,,,,,,,,,,,
1956,Physiology or Medicine,United States,Male,André F.,Cournand,1,Columbia University,,,,,,,,,,,,,,,,,,,
1956,Physics,United States,Male,William B.,Shockley,1,"Semiconductor Laboratory of Beckman Instruments, Inc.",,,,,,,,,,,,,,,,,,,
1956,Physics,United States,Male,John,Bardeen,1,University of Illinois,,,,,,,,,,,,,,,,,,,
1955,Physics,United States,Male,Polykarp,Kusch,1,Columbia University,,,,,,,,,,,,,,,,,,,
1955,Chemistry,United States,Male,Vincent,du Vigneaud,1,Cornell University,,,,,,,,,,,,,,,,,,,
1955,Physics,United States,Male,Willis E.,Lamb,1,Stanford University,,,,,,,,,,,,,,,,,,,
1954,Chemistry,United States,Male,Linus,Pauling,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1954,Physiology or Medicine,United States,Male,Thomas H.,Weller,1,Children's Medical Center,,,,,,,,,,,,,,,,,,,
1954,Physiology or Medicine,United States,Male,John F.,Enders,1,Havard University,,,,,,,,,,,,,,,,,,,
1954,Physiology or Medicine,United States,Male,Frederick C.,Robbins,1,Western Reserve University,,,,,,,,,,,,,,,,,,,
1954,Literature,United States,Male,Ernest,Hemingway,1,,,,,,,,,,,,,,,,,,,,
1953,Physiology or Medicine,United States,Male,Fritz,Lipmann,1,Massachusetts General Hospital,,,,,,,,,,,,,,,,,,,
1953,Peace,United States,Male,Albert,Schweitzer,1,,,,,,,,,,,,,,,,,,,,
1952,Physics,United States,Male,E. M.,Purcell,1,Harvard University,,,,,,,,,,,,,,,,,,,
1952,Physiology or Medicine,United States,Male,Selman A.,Waksman,1,Rutgers University,,,,,,,,,,,,,,,,,,,
1952,Physics,United States,Male,Felix,Bloch,1,Stanford University,,,,,,,,,,,,,,,,,,,
1951,Chemistry,United States,Male,Edwin M.,McMillan,1,University of California,,,,,,,,,,,,,,,,,,,
1951,Chemistry,United States,Male,Glenn T.,Seaborg,1,University of California,,,,,,,,,,,,,,,,,,,
1950,Peace,United States,Male,Lord Boyd,Orr,1,Harvard University,,,,,,,,,,,,,,,,,,,
1950,Physiology or Medicine,United States,Male,Philip S.,Hench,1,Mayo Clinic,,,,,,,,,,,,,,,,,,,
1950,Physiology or Medicine,United States,Male,Edward C.,Kendall,1,Mayo Clinic,,,,,,,,,,,,,,,,,,,
1949,Chemistry,United States,Male,William F.,Giauque,1,University of California,,,,,,,,,,,,,,,,,,,
1949,Literature,United States,Male,William,Faulkner,1,,,,,,,,,,,,,,,,,,,,
1947,Physiology or Medicine,United States,Female,Gerty,Cori,1,Washington University,,,,,,,,,,,,,,,,,,,
1947,Physiology or Medicine,United States,Male,Carl,Cori,1,Washington University,,,,,,,,,,,,,,,,,,,
1947,Peace,United States,Institution,Emily Greene,Balch,1,,,,,,,,,,,,,,,,,,,,
1946,Chemistry,United States,Male,James B.,Sumner,1,Cornell University,,,,,,,,,,,,,,,,,,,
1946,Physics,United States,Male,Percy W.,Bridgman,1,Harvard University,,,,,,,,,,,,,,,,,,,
1946,Physiology or Medicine,United States,Male,Hermann J.,Muller,1,Indiana University,,,,,,,,,,,,,,,,,,,
1946,Chemistry,United States,Male,John H.,Northrop,1,Rockefeller Institute for Medical Research,,,,,,,,,,,,,,,,,,,
1946,Chemistry,United States,Male,Wendell M.,Stanley,1,Rockefeller Institute for Medical Research,,,,,,,,,,,,,,,,,,,
1946,Peace,United States,Female,John R.,Mott,1,,,,,,,,,,,,,,,,,,,,
1946,Peace,United States,Male,Cordell,Hull,1,,,,,,,,,,,,,,,,,,,,
1945,Peace,United States,Male,International Committee of the Red Cross,,1,,,,,,,,,,,,,,,,,,,,
1944,Physics,United States,Male,Isidor Isaac,Rabi,1,Columbia University,,,,,,,,,,,,,,,,,,,
1944,Physiology or Medicine,United States,Male,Herbert S.,Gasser,1,Rockefeller Institute for Medical Research,,,,,,,,,,,,,,,,,,,
1944,Physiology or Medicine,United States,Male,Joseph,Erlanger,1,Washington University,,,,,,,,,,,,,,,,,,,
1943,Physics,United States,Male,Otto,Stern,1,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,
1943,Physiology or Medicine,United States,Male,Edward A.,Doisy,1,Saint Louis University,,,,,,,,,,,,,,,,,,,
1939,Physics,United States,Male,Ernest,Lawrence,1,University of California,,,,,,,,,,,,,,,,,,,
1938,Literature,United States,Female,Pearl,Buck,1,,,,,,,,,,,,,,,,,,,,
1937,Physics,United States,Male,Clinton,Davisson,1,Bell Laboratories,,,,,,,,,,,,,,,,,,,
1936,Physics,United States,Male,Carl D.,Anderson,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1936,Literature,United States,Male,Eugene,O'Neill,1,,,,,,,,,,,,,,,,,,,,
1934,Chemistry,United States,Male,Harold C.,Urey,1,Columbia University,,,,,,,,,,,,,,,,,,,
1934,Physiology or Medicine,United States,Male,George R.,Minot,1,Harvard University,,,,,,,,,,,,,,,,,,,
1934,Physiology or Medicine,United States,Male,William P.,Murphy,1,Harvard University,,,,,,,,,,,,,,,,,,,
1934,Physiology or Medicine,United States,Male,George H.,Whipple,1,Rochester University,,,,,,,,,,,,,,,,,,,
1933,Physiology or Medicine,United States,Male,Thomas H.,Morgan,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1932,Chemistry,United States,Male,Irving,Langmuir,1,General Electric Company,,,,,,,,,,,,,,,,,,,
1931,Peace,United States,Male,Nathan,Söderblom,1,Columbia University,,,,,,,,,,,,,,,,,,,
1931,Peace,United States,Female,Nicholas Murray,Butler,1,,,,,,,,,,,,,,,,,,,,
1930,Literature,United States,Male,Sinclair,Lewis,1,,,,,,,,,,,,,,,,,,,,
1929,Peace,United States,Male,Ferdinand,Buisson,1,,,,,,,,,,,,,,,,,,,,
1927,Physics,United States,Male,Arthur H.,Compton,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1925,Peace,United States,Male,Fridtjof,Nansen,1,,,,,,,,,,,,,,,,,,,,
1923,Physics,United States,Male,Robert A.,Millikan,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1919,Peace,United States,Male,International Committee of the Red Cross,,1,,,,,,,,,,,,,,,,,,,,
1914,Chemistry,United States,Male,Theodore W.,Richards,1,Harvard University,,,,,,,,,,,,,,,,,,,
1912,Peace,United States,Male,Tobias,Asser,1,,,,,,,,,,,,,,,,,,,,
1907,Physics,United States,Male,Albert A.,Michelson,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1906,Peace,United States,Male,Bertha,von Suttner,1,,,,,,,,,,,,,,,,,,,,
1973,Peace,Vietnam,Male,Willy,Brandt,1,,,,,,,,,,,,,,,,,,,,
2011,Peace,Yemen,Female,Liu,Xiaobo,1,,,,,,,,,,,,,,,,,,,,
1961,Literature,Yugoslavia,Male,Ivo,Andric,1,,,,,,,,,,,,,,,,,,,,
1933,Literature,,Male,Ivan,Bunin,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
